"CustomerID","CustomerName","CustomerType","CustomerRiskClass","CustomerRiskLevel","IsCharityOrg","IsClosed","IsCorrBank","IsFEP","IsMSB","IsOffshoreBank","IsPEP","IsPSP","IsCIB","IsNBFI","IsFCB"
"AROSEME0I4M.000","AROSEMENA CORDOVEZ IRENE MARIA","I","IndLowRisk","Low","","","","","","","","","","",""
"AROSEME2L6M.000","FONG AROSEMENA LOURDES MARIA","I","IndLowRisk","Low","","","","","","","","","","",""
"AROSEME2M6..000","AROSEMENA CORONEL MARILYN AUXILIADORA","I","DefClass","","","","","","","","","","","",""
"AROSEME2R6S.000","AROSEMENA ROBERTO S","I","IndLowRisk","Low","","","","","","","","","","",""
"AROSEME8E6..000","ROBLES ENRIQUE AROSEMENA","I","IndLowRisk","Low","","","","","","","","","","",""
"AROSEME9A5M.001","AGUIRRE ANDREA MARIA AROSEMENA","I","IndLowRisk","Low","","","","","","","","","","",""
"AROSEME9D6M.001","AGUIRRE DANIELA MARIA AROSEMENA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARP  IN DE I001","ARP INVESTMENT & DEVELOPMENT INC","B","MediumRisk","Medium","","","","","","","","","","",""
"ARRARTE0R3E.000","ARRARTE RAUL E","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRATE.0A4..000","ARRATE ARIEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRATE.0A4..001","ARRATE ARIEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRATE.0F7..000","ARRATE FERNANDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRATE.0R5C.000","ARRATE REBECA C","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRAZCA3A4..000","ARRAZCAETA ANGEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRAZCA3A5J.000","ARRAZCAETA ASHLEY J","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRAZCA3F4R.000","ARRAZCAETA FELIX R","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRAZCA3M8..000","ARRAZCAETA MARGARITA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRAZOL1A5A.000","ARRAZOLA ARNOLD A","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRAZOL1A5E.000","ARRAZOLA ARNOLD E","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRAZOL1A5J.000","ARRAZOLA ARNOLD J","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRAZOL1E5B.000","ARRAZOLA ESTHER B.","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRAZOL1E5B.001","ARRAZOLA ESTHER B.","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRAZOL1E5B.002","ARRAZOLA ESTHER B","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRAZOL1L4P.000","ARRAZOLA LOUIS P","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRAZOL3A6..000","OR ALBERTO ARRAZOLA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRE SA  AR 000","ARRECIFE SA ARRECIFESA","B","MediumRisk","Medium","","","","","","","","","","",""
"ARREBAT1R6L.000","ARREBATO RAFAELA L","I","IndLowRisk","Low","","","","","","","","","","",""
"ARREDON2B6E.000","ARREDONDO BEATRIZ E","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIAGA5J5..000","CALVO JAVIER ARRIAGA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIAZA3J4M.000","ARRIAZA PAZ JORGE M","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIAZA6D4F.000","ALONZO DIEGO F ARRIAZA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIAZA6R6A.000","ALONZO RODRIGO A ARRIAZA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRICK.0S6A.000","ARRICK STEPHEN A","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIETA0A3M.000","ARRIETA AIDA M","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIETA0C5V.000","VIJIL ARRIETA CARLOS","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIETA0H7V.000","VIJIL ARRIETA HUMBERTO","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIETA0R3M.000","ARRIETA ROSA M","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIETA0R6N.000","ARRIETA ROBERTO N","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIETA0V6..000","ARRIETA VANESSA","I","DefClass","","","","","","","","","","","",""
"ARRIETA0Z6..000","ARRIETA ZENAIDA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIETA7E5..000","ARRIETA MURILLO ESTHER","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIETE0I5E.000","ARRIETE ISABEL E","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIGUN2E6..000","ARRIGUNAGA GUTIERREZ EDUARDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIOLA0A6J.000","ARRIOLA ANTONIO J","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIOLA0G6M.000","ARRIOLA GENESIS M","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIOLA8M4R.001","TARACENA MARIA R ARRIOLA DE GEREDA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRITOL1B6E.000","ARRITOLA BERNARD E","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIVIL4L4D.000","C LUCIA DEL CARMEN ARRIVILLAGA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIVIL9L4C.000","ARRIVILLAGA ALDAZ LUCIA C","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRIVIL9R6M.000","ALDAZ RODOLFO M ARRIVILLAGA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRO DE SE I000","ARRONTE DETAILING SERVICES INC","B","LowRisk","Low","","","","","","","","","","",""
"ARRO INT GR 000","ARROW INTERNATIONAL GROUP","B","HighRisk","High","","","","","","","","","","",""
"ARRO S   A  000","ARROZTECA, S.A.","B","LowRisk","Low","","","","","","","","","","",""
"ARRO SA     000","ARROZTECA SA","B","LowRisk","Low","","","","","","","","","","",""
"ARROBO.6G6J.000","ARROBO MONCAYO GUSTAVO JAVIER","I","IndLowRisk","Low","","","","","","","","","","",""
"ARROJO.0J3..000","ARROJO JOSE","I","IndLowRisk","Low","","","","","","","","","","",""
"ARROJO.0R4..000","ARROJO REINA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRONTE0J4F.000","F.ARRONTE JORGE","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRONTE0R4J.000","ARRONTE RAMON J","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRONTE0R4L.001","ARRONTE RAMON L","I","IndLowRisk","Low","","","","","","","","","","",""
"ARROYAV1M6..000","ARROYAVE MANUELA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARROYAV9A2L.001","ARROYAVE DE MURGA ANA LUCRECIA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARROYO.0M7..001","ARROYO MERCEDES","I","IndLowRisk","Low","","","","","","","","","","",""
"ARROYO.0O4C.000","ARROYO OSCAR CONTRERAS","I","IndLowRisk","Low","","","","","","","","","","",""
"ARROYO.0P4A.000","ARROYO MINO PABEL AMILCAR","I","IndLowRisk","Low","","","","","","","","","","",""
"ARROYO.5M4E.000","ARROYO GARCIA MARIA E SUSANA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARROYO.5S5F.000","ARROYO GARCIA SUSANA F MARIA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARROYO.7A2M.000","ARROYO BRAGANZA ANA MARIA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARRUBLA0M4R.000","ARRUBLA MARIA R","I","IndLowRisk","Low","","","","","","","","","","",""
"ARS  CI M SL000","ARS CISORIA MADRILENA SL","B","LowRisk","Low","","","","","","","","","","",""
"ARSA INT IN 000","ARSAL INTERNATIONAL INC","B","LowRisk","Low","","","","","","","","","","",""
"ARSI CAR GR 000","ARSI CARE GROUP, LLC","B","LowRisk","Low","","","","","","","","","","",""
"ART  ADV LL 000","THE ART ADVENTURE, LLC","B","LowRisk","Low","","","","","","","","","","",""
"ART  DE SU I000","ART DECO SUPERMARKET INC","B","LowRisk","Low","","","","","","","","","","",""
"ARTAMEN2E4..000","ARTAMENDI ELENA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARTAVIA8V7..000","ARTAVIA VILLEGAS VERONICA","I","DefClass","","","","","","","","","","","",""
"ARTE INT IN 000","ARTEC INTERNATIONAL, INC","B","LowRisk","Low","","","","","","","","","","",""
"ARTE KN FA I000","ARTEX KNITTED FABRICS INC","B","LowRisk","Low","","","","","","","","","","",""
"ARTE KN MI I000","ARTEX KNITTING MILLS INC","B","LowRisk","Low","","","","","","","","","","",""
"ARTEAGA0A5..000","ARTEAGA ANDRES","I","IndLowRisk","Low","","","","","","","","","","",""
"ARTEAGA0F6..000","ARTEAGA FRANCES","I","IndLowRisk","Low","","","","","","","","","","",""
"ARTEAGA0S5L.000","ARTEAGA SILVIO L","I","IndLowRisk","Low","","","","","","","","","","",""
"ARTEAGA0T4..000","ARTEAGA TANYA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARTEAGA5F4B.000","BAQUE FANNY B ARTEAGA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARTEAGA6S5L.000","OR SILVIO L ARTEAGA TANYA ARTEAGA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARTEAGA7G8J.001","PAZMINO GUILLERMO JOSE ARTEAGA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARTETA.0C5E.000","MEIER DE ESPINOZA CARMEN E","I","IndLowRisk","Low","","","","","","","","","","",""
"ARTI LTD    000","ARTIGIANI LTD","B","MediumRisk","Medium","","","","","","","","","","",""
"ARTI PA GR L000","ARTICULATE PAINTING GROUP LLC","B","LowRisk","Low","","","","","","","","","","",""
"ARTI SER CO 000","A & R TILE SERVICE,CORP","B","LowRisk","Low","","","","","","","","","","",""
"ARTICA.0R3..000","ARTICA ROSA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARTIGUE1S5R.000","ARTIGUES SERGIO R","I","IndLowRisk","Low","","","","","","","","","","",""
"ARTU GOMEZ  000","ARTURO GOMEZ","B","LowRisk","Low","","","","","","","","","","",""
"ARTURO.6C5A.000","ARTURO TAMARIZ CARLOS ANDRES","I","IndLowRisk","Low","","","","","","","","","","",""
"ARTZE..0E4R.000","ARTZE ELIAS R","I","IndLowRisk","Low","","","","","","","","","","",""
"ARUL IN ON L000","ARULLO INVESTMENTS ONE LLC","B","LowRisk","Low","","","","","","","","","","",""
"ARUL INV LL 000","ARULLO INVESTMENTS LLC","B","LowRisk","Low","","","","","","","","","","",""
"ARVELAE1J7F.000","ARVELAEZ JANNELLE F","I","IndLowRisk","Low","","","","","","","","","","",""
"ARVELO.6C6O.000","ARVELO CAAMANO CLAUDIA OCELIA","I","IndLowRisk","Low","","","","","","","","","","",""
"ARVIN..0L3S.000","ARVIN LISA S","I","IndLowRisk","Low","","","","","","","","","","",""
"ARZ  DO ST I000","ARZ DOLLAR STORE INC","B","LowRisk","Low","","","","","","","","","","",""
"ARZE.QU8G4E.000","ARZE QUINTANILLA GUIDO E","I","IndLowRisk","Low","","","","","","","","","","",""
"ARZU.CA5J3M.000","ARZU CALDERON JOSE MARIANO","I","IndLowRisk","Low","","","","","","","","","","",""
"ASAD...0I3A.001","ASAD ISSA A","I","IndLowRisk","Low","","","","","","","","","","",""
"ASAM ES N LD000","ASAMBLEA ESPIRITUAL NAC'L DE LOS BA","B","MediumRisk","Medium","Y","","","","","","","","","",""
"ASAP S  A DC000","ASAPOSTERS, S.A. DE C.V","B","LowRisk","Low","","","","","","","","","","",""
"ASEA GUT IN 001","A+ SEAMLESS GUTTERS INC.","B","LowRisk","Low","","","","","","","","","","",""
"ASEG INC    000","ASEGURANZA INC","B","HighRisk","High","","","","","","","","","","Y",""
"ASENSIO2A2C.000","ASENSIO ROSENBERG DE ANA CECILIA","I","IndMedRisk","Medium","","","","","","","","","","",""
"ASEP SER CO 000","ASEPRO SERVICE CORP","B","LowRisk","Low","","","","","","","","","","",""
"ASES AD Y  C000","ASESORIA ADIESTRAMIENTO Y CONSTRUCC","B","MediumRisk","Medium","","","","","","","","","","",""
"ASES DE G SG000","ASESORES DE GESTION SA GESTARESA","B","LowRisk","Low","","","","","","","","","","",""
"ASES ES R SA000","ASESORIA ESTRATEGICA  REGIONAL, S.A","B","MediumRisk","Medium","","","","","","","","","","",""
"ASES IN D NA000","ASESORA INTERNACIONAL DE NEGOCIOS A","B","HighRisk","High","","","","","","","Y","","","",""
"ASESORIA    000","ASESORIA TECNICA GLOBAL SA","B","LowRisk","Low","","","","","","","","","","",""
"ASG  EQU IN 000","A S G EQUITIES INC.","B","LowRisk","Low","","","","","","","","","","",""
"ASH....0M5L.000","ASH MARTHA L","I","IndLowRisk","Low","","","","","","","","","","",""
"ASHIQUE3A4..000","ASHIQUEALI ASLAM","I","IndLowRisk","Low","","","","","","","","","","",""
"ASHIQUE3H4..000","HABIB ASHIQUEALI","I","IndLowRisk","Low","","","","","","","","","","",""
"ASHIQUE3R3A.000","ASHIQUEALI RYAN A","I","IndLowRisk","Low","","","","","","","","","","",""
"ASHIQUE3S4..000","ASHIQUEALI SARAH","I","IndLowRisk","Low","","","","","","","","","","",""
"ASHIQUE3S5..000","ASHIQUEALI SOPHIA","I","IndLowRisk","Low","","","","","","","","","","",""
"ASHIQUE3Z5..000","ASHIQUEALI ZARINA","I","IndLowRisk","Low","","","","","","","","","","",""
"ASHKAR.0A3T.000","ASHKAR ANDA THERESA","I","IndLowRisk","Low","","","","","","","","","","",""
"ASHKAR.0A8F.000","ASHKAR ALEXANDER FUAD","I","IndLowRisk","Low","","","","","","","","","","",""
"ASHKAR.0F3S.000","ASHKAR FUAD S","I","IndLowRisk","Low","","","","","","","","","","",""
"ASHKAR.0T6..000","ASHKAR THERESA","I","IndLowRisk","Low","","","","","","","","","","",""
"ASHL PRO LL 000","ASHLEY PROPERTIES LLC","B","LowRisk","Low","","","","","","","","","","",""
"ASHLEY.0B4..000","ASHLEY BETSY","I","IndLowRisk","Low","","","","","","","","","","",""
"ASHMORE0M4C.000","ASHMORE MARIA C","I","IndLowRisk","Low","","","","","","","","","","",""
"ASHP HOL IN 000","ASHPET HOLDING  INC","B","LowRisk","Low","","","","","","","","","","",""
"ASHV INVST  000","ASHVILLE INVST","B","LowRisk","Low","","","","","","","","","","",""
"ASHW AR AP T000","ASHWOOD ARMS APARTMENTS TRUST","B","MediumRisk","Medium","","","","","","","","","","",""
"ASIA ME CE I000","ASIA MEDICAL CENTER INC","B","LowRisk","Low","","","","","","","","","","",""
"ASIIAG.0A5E.000","ASIIAG ALIZZA E","I","IndLowRisk","Low","","","","","","","","","","",""
"ASIIAG.0I3..000","ASIIAG ILAN","I","IndLowRisk","Low","","","","","","","","","","",""
"ASKOWIT1A6G.000","ASKOWITZ ANTHONY G","I","IndLowRisk","Low","","","","","","","","","","",""
"ASKOWIT1G5N.000","ASKOWITZ GERALD N","I","IndLowRisk","Low","","","","","","","","","","",""
"ASKOWIT1M4E.001","ASKOWITZ MARIA ELSA","I","IndLowRisk","Low","","","","","","","","","","",""
"ASLAN..0F8..000","ASLAN FRANCISCO","I","IndLowRisk","Low","","","","","","","","","","",""
"ASMAL.S8X5A.000","ASMAL SANTAMARIA XAVIER ALEXANDER","I","IndLowRisk","Low","","","","","","","","","","",""
"ASMARINE    000","A & S MARINE","B","LowRisk","Low","","","","","","","","","","",""
"ASOC CI D AY000","ASOCIACION CIBAO DE AHORROS Y PREST","B","HighRisk","High","","","Y","","","","","","","",""
"ASOC HI Y VD000","ASOCIACION HIJOS Y VECINOS DEL MUNI","B","LowRisk","Low","","","","","","","","","","",""
"ASOC LA N DA000","ASOCIACION LA NACIONAL DE AHORROS Y","B","HighRisk","High","","","Y","","","","","","","",""
"ASOC MA DE H000","ASOCIACION MARISTAS DE HOLGUIN","B","LowRisk","Low","","","","","","","","","","",""
"ASOC PAD PA 000","ASOCIACION PADRES PAULINOS","B","LowRisk","Low","","","","","","","","","","",""
"ASONOG      000","ASONOG","B","LowRisk","Low","","","","","","","","","","",""
"ASOREY.0L3A.000","ASOREY LUIS A","I","IndLowRisk","Low","","","","","","","","","","",""
"ASRM HOL LL 000","ASRM HOLDINGS LLC","B","LowRisk","Low","","","","","","","","","","",""
"ASSA INV CO 000","ASSA INVESTMENT CORP","B","LowRisk","Low","","","","","","","","","","",""
"ASSAF..0H4..000","ASSAF HARBI","I","IndLowRisk","Low","","","","","","","","","","",""
"ASSO CO C LN000","ASOCIACION COMPARTIR CON LOS NINOS","B","LowRisk","Low","","","","","","","","","","",""
"ASSO CU AM E000","ASSOCIATION OF CUBAN AMERICAN ENGIN","B","LowRisk","Low","","","","","","","","","","",""
"ASSO RE NE I000","ASSOCIATED RESOURCES NETWORK INC","B","LowRisk","Low","","","","","","","","","","",""
"ASTO IN D NW001","ASTORNANDO INC DBA NEW WAVE BILLARD","B","LowRisk","Low","","","","","","","","","","",""
"ASTOLFO0G6..000","ASTOLFO GIORGIO","I","IndLowRisk","Low","","","","","","","","","","",""
"ASTOLFO0V8..001","ASTOLFO VICTORINO","I","IndLowRisk","Low","","","","","","","","","","",""
"ASTOLFO4M4P.000","PIVA MARIA PATRICIA ASTOLFO","I","IndLowRisk","Low","","","","","","","","","","",""
"ASTR INC    000","ASTRAN INC","B","LowRisk","Low","","","","","","","","","","",""
"ASTU AIR IN 000","ASTURIAS AIR INC","B","LowRisk","Low","","","","","","","","","","",""
"ASTU CAR LL 000","ASTUR CARGO LLC","B","LowRisk","Low","","","","","","","","","","",""
"ASTUDIL0J3J.000","ORELLANA JUAN JOSE ASTUDILLO","I","IndLowRisk","Low","","","","","","","","","","",""
"ATANACI6A6M.000","ATANACIO CADER ALFREDO MAURICIO A","I","IndLowRisk","Low","","","","","","","","","","",""
"ATHA.RA4R5J.000","RAMIREZ ROBERT JOSEPH ATHA","I","IndLowRisk","Low","","","","","","","","","","",""
"ATIS L   C  000","ATIS L C","B","LowRisk","Low","","","","","","","","","","",""
"ATIV FI SE I000","ATIVA FINANCIAL SERVICES INC","B","LowRisk","Low","","","","","","","","","","",""
"ATLA CA IN I000","ATLANTIS CAPITAL INTERNATIONAL INC","B","LowRisk","Low","","","","","","","","","","",""
"ATLA CA TR W000","ATLANTIC CARIBBEAN TRAVEL WRITHERS","B","LowRisk","Low","","","","","","","","","","",""
"ATLA CAP IN 000","ATLANTIS CAPITAL INC","B","LowRisk","Low","","","","","","","","","","",""
"ATLA CLI LA 000","ATLAS CLINICAL LABORATORIES","B","LowRisk","Low","","","","","","","","","","",""
"ATLA CO C  A000","ATLANTIS CONSOLIDADA C A","B","LowRisk","Low","","","","","","","","","","",""
"ATLA DE I SD000","ATLANTICA DE INVERSIONES S. DE R.L","B","DefClass","","","","","","","","","","","",""
"ATLA ENE LL 000","ATLANTIC ENERGY LLC","B","LowRisk","Low","","","","","","","","","","",""
"ATLA HOT LL 000","ATLANTIC HOTEL PARTNERS LLC","B","LowRisk","Low","","","","","","","","","","",""
"ATLA II A PC000","ATLANTIC II AT THE POINT CONDOMINIU","B","LowRisk","Low","","","","","","","","","","",""
"ATLA MA CO L000","ATLANTIC MARKETING CONSULTANTS LIMI","B","LowRisk","Low","","","","","","","","","","",""
"ATLA PH SE I000","ATLANTIC PHARMACY SERVICES INC","B","LowRisk","Low","","","","","","","","","","",""
"ATLA PIL LL 000","ATLAS PILES LLC","B","LowRisk","Low","","","","","","","","","","",""
"ATLA S   A  000","ATLANOR SA","B","LowRisk","Low","","","","","","","","","","",""
"ATLA S  A  I000","ATLANOR SA & INVERSIONES","B","LowRisk","Low","","","","","","","","","","",""
"ATSE MIA IN 000","A T SERVING MIAMI INC","B","MediumRisk","Medium","","","","","","","","","","",""
"ATTAF..0A4S.000","ATTAF ABDUL S","I","IndLowRisk","Low","","","","","","","","","","",""
"ATTAF..0F4..000","ATTAF FAISA","I","IndLowRisk","Low","","","","","","","","","","",""
"ATTAF..0F4..001","ATTAF FAINA","I","IndLowRisk","Low","","","","","","","","","","",""
"ATTAF..0F5..000","ATTAF FAIZIR","I","IndLowRisk","Low","","","","","","","","","","",""
"ATTAF..0F6..000","ATTAF FAUWZIE KALID","I","IndLowRisk","Low","","","","","","","","","","",""
"ATTAF..0S5F.000","ATTAF SHARIF F","I","IndLowRisk","Low","","","","","","","","","","",""
"ATTAF..0T5M.000","ATTAF TERESA MARIA FERREIRA","I","IndLowRisk","Low","","","","","","","","","","",""
"ATUAN.B3A3E.000","ATUAN BABUN ABEL ENRIQUE","I","IndLowRisk","Low","","","","","","","","","","",""
"AUAD.BA6R6M.000","AUAD BAQUERIZO ROSSANA MARIA","I","IndLowRisk","Low","","","","","","","","","","",""
"AUAD.CA6A6J.000","AUAD CAMPUZANO ALBERTO JAVIER","I","IndHighRisk","High","","","","","","","","","","",""
"AUAD.CA6M5A.000","AUAD CAMPUZANO MIGUEL ANGEL","I","IndMedRisk","Medium","","","","","","","","","","",""
"AUAD.CA6S5M.000","AUAD CAMPUZANO SONNIA MARIA","I","IndLowRisk","Low","","","","","","","","","","",""
"AUAD.HE4A4G.001","HERALES ANGEL GABRIEL AUAD","I","IndLowRisk","Low","","","","","","","","","","",""
"AUAD.HE4J4V.001","HERALES JORGE VICENTE AUAD","I","IndLowRisk","Low","","","","","","","","","","",""
"AUDA CORP   000","AUDAX CORP","B","LowRisk","Low","","","","","","","","","","",""
"AUDI VI A CA000","AUDIO VIDEO ALMART C A","B","LowRisk","Low","","","","","","","","","","",""
"AUDI...0I3..000","AUDI IMAD","I","IndLowRisk","Low","","","","","","","","","","",""
"AUDIVER1I5R.000","AUDIVERT IVETTE R.","I","IndLowRisk","Low","","","","","","","","","","",""
"AUDY UN L LC000","AUDY UNISON, L.L.C.","B","LowRisk","Low","","","","","","","","","","",""
"AUDY UNI LL 000","AUDY UNISON LLC","B","LowRisk","Low","","","","","","","","","","",""
"AUDY...0Z4..000","AUDY ZEYAD","I","IndLowRisk","Low","","","","","","","","","","",""
"AUFIERI0D5..000","AUFIERI DAVIDE","I","IndLowRisk","Low","","","","","","","","","","",""
"AUFIERI0M7..000","AUFIERI MARCELLO","I","IndLowRisk","Low","","","","","","","","","","",""
"AUGE LLC    000","AUGELLO, LLC.","B","LowRisk","Low","","","","","","","","","","",""
"AUGELLO0A6..000","AUGELLO ANTONIO","I","IndLowRisk","Low","","","","","","","","","","",""
"AUGSTEN0L3E.000","AUGSTEN LUIS E","I","IndLowRisk","Low","","","","","","","","","","",""
"AUGUSTU1A8A.000","AUGUSTUS ALEXANDER A","I","IndLowRisk","Low","","","","","","","","","","",""
"AUHING.0J3F.000","AUHING JUAN FIDEL","I","IndLowRisk","Low","","","","","","","","","","",""
"AUHING.1J3F.000","OR JUAN F AUHING","I","IndLowRisk","Low","","","","","","","","","","",""
"AUHING.4J3F.000","AUHING CHANG JUAN FIDEL","I","IndLowRisk","Low","","","","","","","","","","",""
"AULESTI7M5E.000","AULESTIA DAVILA MIGUEL EDUARDO","I","IndLowRisk","Low","","","","","","","","","","",""
"AULET..0L5L.000","AULET LAZARO LORENZO","I","IndLowRisk","Low","","","","","","","","","","",""
"AUM  EN I DB000","AUM ENTERPRISES INC  DBA KIN","B","LowRisk","Low","","","","","","","","","","",""
"AURA POS IN 000","AURA POSITIVA INC","B","LowRisk","Low","","","","","","","","","","",""
"AURELIE1C0S.000","AURELIEN CHRISTOPHER SEAN","I","IndLowRisk","Low","","","","","","","","","","",""
"AURO ES S  A000","AURORA ESPACIAL SA","B","LowRisk","Low","","","","","","","","","","",""
"AURO WO WI I000","AURORA WORLD WIDE INC","B","LowRisk","Low","","","","","","","","","","",""
"AURRECO5C6..000","AURRECOECHEA CARIDAD","I","IndLowRisk","Low","","","","","","","","","","",""
"AURRECO5R5..000","AURRECOECHEA RAFAEL","I","IndLowRisk","Low","","","","","","","","","","",""
"AUST CIA LT 000","AUSTRAL CIA LTDA","B","LowRisk","Low","","","","","","","Y","","","",""
"AUST S  O GL000","AUSTIN OFFICIATING GROUP LLC","B","LowRisk","Low","","","","","","","","","","",""
"AUSTIN.0G5D.000","AUSTIN GERALD D","I","IndLowRisk","Low","","","","","","","","","","",""
"AUTO AG S  A000","AUTOGERMANICA AG S.A.","B","HighRisk","High","","","","","","","","","Y","",""
"AUTO BEC IN 000","AUTO BECKER INC","B","LowRisk","Low","","","","","","","","","","",""
"AUTO CO I SA000","AUTO CORI INTERNATIONAL S A","B","MediumRisk","Medium","","","","","","","","","","",""
"AUTO LAN CO 000","AUTO LANE CORP","B","LowRisk","Low","","","","","","","","","","",""
"AUTO LE R AC000","AUTO LEASING RENT-A-CAR LLC","B","LowRisk","Low","","","","","","","","","","",""
"AUTO MA S  A000","AUTO MARINA SA","B","LowRisk","Low","","","","","","","","","","",""
"AUTO MON CA 000","AUTOMAQUINARIAS MONCOR CA","B","LowRisk","Low","","","","","","","","","","",""
"AUTO S  D RL000","AUTONOVA S DE R L DE C V","B","MediumRisk","Medium","","","","","","","","","Y","",""
"AUTO SA     000","AUTOBRITANICA SA","B","HighRisk","High","","","","","","","","","Y","",""
"AUTO SP GR I000","AUTO SPA GROUP INC","B","LowRisk","Low","","","","","","","","","","",""
"AUTO TR GR L000","AUTO TRADE GROUP LLC ( OPERATION )","B","HighRisk","High","","","","","","","","","","",""
"AUTO TRA RE 000","AUTOMATIC TRANSMISSION REMANUFACURI","B","LowRisk","Low","","","","","","","","","","",""
"AVAC COMPA  000","A V ACCESS COMPANY","B","LowRisk","Low","","","","","","","","","","",""
"AVALOS.0P6..000","AVALOS PAULINA","I","IndLowRisk","Low","","","","","","","","","","",""
"AVAN DESIG  000","AVANTY DESIGN","B","LowRisk","Low","","","","","","","","","","",""
"AVEN 4  E PL000","AVENUE 4 EQUITY PARTNERS, LLC","B","LowRisk","Low","","","","","","","","","","",""
"AVEN CAR IN 000","AVENTURA CARS INC","B","LowRisk","Low","","","","","","","","","","",""
"AVENDAN4G5M.000","PAZ GRACIA M AVENDANO","I","IndLowRisk","Low","","","","","","","","","","",""
"AVENDAN4M4A.000","PAZ MARIA A AVENDANO","I","IndLowRisk","Low","","","","","","","","","","",""
"AVENDAN4M4S.000","PAZ MARIO S AVENDANO","I","IndLowRisk","Low","","","","","","","","","","",""
"AVENUE.0M3..000","AVENUE MINA","I","IndLowRisk","Low","","","","","","","","","","",""
"AVENUE.0R5..000","AVENUE RAFAEL","I","IndLowRisk","Low","","","","","","","","","","",""
"AVERILL0C8H.000","AVERILL CATHERINE H","I","IndLowRisk","Low","","","","","","","","","","",""
"AVETRAN1M4..000","AVETRANI MAITE","I","IndLowRisk","Low","","","","","","","","","","",""
"AVI  PRO LL 000","AVI PROPERTIES LLC","B","LowRisk","Low","","","","","","","","","","",""
"AVI  REA IN 000","AVI REALTY INC","B","LowRisk","Low","","","","","","","","","","",""
"AVIA AC SE I000","AVIATION ACCESSORY SERVICE INC","B","LowRisk","Low","","","","","","","","","","",""
"AVIA PHO MI 000","AVIATION PHOTOGRAPHY OF MIAMI","B","LowRisk","Low","","","","","","","","","","",""
"AVIL...0L3R.000","AVILA LEON RICARDO","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILA..0A5..000","AVILA ANGELA","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILA..0E4..000","AVILA ELIDA","I","IndLowRisk","Low","","","","","","","","","","",""
"AVILA..0G3A.001","AVILA GARY ALEXANDER","I","IndLowRisk","Low","","","","","","","","","","",""
